week_start,week_end,summary,sentiment_score,risk_score
2021-09-13,2021-09-19,"Apple held its 'California Streaming' event on September 14, unveiling the iPhone 13, Apple Watch Series 7, and new iPads. The event was largely in line with expectations, with minor upgrades and no major surprises. Macroeconomic concerns included rising COVID-19 Delta variant cases, inflation fears, and uncertainty over the Federal Reserve's tapering timeline, which weighed on tech stocks broadly. Apple's stock saw modest gains mid-week but ended the week slightly down amid broader market volatility.",0.1,0.4
2021-09-20,2021-09-26,"Apple's stock faced pressure from broader market sell-off due to Evergrande debt crisis and Fed tapering concerns. Company-specific events included reports of iPhone 13 demand concerns and supply chain issues, though the new iPhone launch still generated interest. No major positive catalysts emerged.",-0.3,0.6
2021-09-27,2021-10-03,"Apple faced a company-specific event with reports of iPhone 13 production cuts due to chip shortages, while macroeconomic concerns included rising bond yields, inflation fears, and the ongoing debt ceiling debate in the U.S. Congress, which weighed on tech stocks broadly.",-0.4,0.7
2021-10-04,2021-10-10,"Apple's stock was affected by a broader market rebound from early October lows, with tech stocks recovering on optimism about debt ceiling progress and easing supply chain fears. Company-specific events included reports of iPhone 13 demand stabilizing after initial supply constraints, and ongoing antitrust scrutiny. Macro factors included rising bond yields and mixed jobs data, but overall sentiment improved as investors focused on Q3 earnings expectations.",0.3,0.4
2021-10-11,2021-10-17,"AAPL stock was relatively stable during the week. Major company-specific events included continued supply chain concerns related to chip shortages and production constraints for the iPhone 13, though demand remained strong. Macroeconomic factors included rising inflation expectations and mixed signals from the Federal Reserve regarding tapering of asset purchases, which weighed on tech stocks broadly. No major product announcements or earnings releases occurred.",0.1,0.4
2021-10-18,2021-10-24,"AAPL stock was influenced by strong iPhone 13 demand reports and positive earnings expectations, while macroeconomic factors included rising inflation concerns and mixed signals from the Federal Reserve regarding tapering. The overall market showed resilience, but supply chain issues remained a headwind.",0.3,0.4
2021-10-25,2021-10-31,"AAPL reported strong Q4 2021 earnings on Oct 28, beating revenue and EPS estimates, driven by iPhone 13 sales and services growth. However, supply chain constraints and chip shortages were highlighted as headwinds. Macro events included mixed market sentiment amid inflation concerns and Fed tapering expectations.",0.3,0.4
2021-11-01,2021-11-07,"AAPL stock rose during the week, supported by strong Q4 earnings report (released Oct 28) that beat estimates, with revenue of $83.4B and EPS of $1.24. The company highlighted robust iPhone 13 demand and services growth. Macro events included the Fed's taper announcement on Nov 3, which initially caused market volatility but was largely anticipated, and a generally positive market sentiment as investors focused on earnings. No major negative company-specific news emerged.",0.6,0.3
2021-11-08,2021-11-14,"AAPL stock was relatively stable during the week, with no major company-specific events. The broader market was influenced by inflation concerns following the October CPI report (released Nov 10) showing a 6.2% year-over-year increase, the highest since 1990, which led to a brief sell-off in tech stocks. AAPL also faced ongoing supply chain constraints, but the stock recovered later in the week as investors focused on strong earnings and services growth.",0.1,0.4
2021-11-15,2021-11-21,"AAPL's week was influenced by broader market concerns over inflation and potential Fed tapering, as well as company-specific news including reports of Apple's push into autonomous vehicles and ongoing supply chain constraints. The stock saw modest gains amid mixed sentiment.",0.2,0.5
2021-11-22,2021-11-28,"AAPL's stock was affected by reports of supply chain constraints and production cuts for the iPhone 13 due to chip shortages, as well as broader market concerns over the Omicron COVID-19 variant emerging late in the week, which triggered a risk-off selloff. No major company-specific positive catalysts were reported.",-0.3,0.6
2021-11-29,2021-12-05,"AAPL's stock was affected by renewed COVID-19 Omicron variant fears, which weighed on broader market sentiment, but also benefited from a flight to quality in large-cap tech. Company-specific events included continued supply chain constraints and reports of slowing iPhone 13 demand, though the stock remained relatively resilient. The week also saw mixed macroeconomic data and Fed taper talk, adding to uncertainty.",-0.1,0.6
2021-12-06,2021-12-12,"AAPL stock rose during the week, supported by broad market recovery from Omicron fears and positive analyst notes on iPhone demand. No major company-specific events; macroeconomic focus was on initial jobless claims and inflation data (CPI) which showed elevated but expected numbers, keeping sentiment cautiously optimistic.",0.4,0.3
2021-12-13,2021-12-19,"AAPL's stock was affected by the Federal Reserve's hawkish pivot (tapering acceleration and rate hike signals) which pressured tech stocks broadly. Company-specific events included reports of Apple's mixed iPhone 13 demand and ongoing supply chain constraints, but also positive news about its services growth and potential AR/VR headset development. The stock experienced volatility amid broader market rotation out of growth stocks.",-0.2,0.6
2021-12-20,2021-12-26,"AAPL's week was influenced by broad market concerns over the Omicron variant's impact on economic recovery, but the stock showed resilience. Company-specific events included continued strength in iPhone demand and positive analyst notes on services growth. The week was shortened by Christmas holiday, with lower trading volumes.",0.3,0.4
2021-12-27,2022-01-02,"AAPL's week was influenced by continued concerns over Omicron variant impact on supply chains and consumer demand, but also by positive sentiment from strong holiday sales expectations and the stock's resilience. No major company-specific events were reported; macroeconomic focus was on rising COVID-19 cases and market optimism about economic recovery.",0.2,0.4
2022-01-03,2022-01-09,"AAPL's stock price was affected by company-specific news of becoming the first company to reach a $3 trillion market cap on January 3, followed by reports of strong iPhone 13 demand and supply chain improvements. Macroeconomic events included rising Treasury yields and concerns over the Federal Reserve's tightening monetary policy, which pressured growth stocks later in the week.",0.2,0.4
2022-01-10,2022-01-16,"AAPL's stock price was influenced by reports of strong iPhone 13 demand and supply chain improvements, but also by broader market concerns over rising interest rates and inflation. The company faced a lawsuit over its App Store practices, while positive analyst notes on services revenue provided some support. Macro headwinds from Fed tightening expectations and Omicron variant uncertainty weighed on sentiment.",-0.2,0.6
2022-01-17,2022-01-23,AAPL's stock price was affected by broader market sell-off due to rising interest rate expectations and geopolitical tensions (Russia-Ukraine). Company-specific events included reports of Apple's push into mixed-reality headsets and ongoing supply chain constraints. The stock declined amid tech sector weakness.,-0.4,0.7
2022-01-24,2022-01-30,"AAPL reported strong Q1 2022 earnings on Jan 27, with record revenue of $123.9B and EPS of $2.10, beating estimates. However, the company warned of supply constraints and slowing growth. Macro headwinds included Fed rate hike fears, geopolitical tensions over Ukraine, and a broad tech sell-off earlier in the week. The stock rebounded after earnings but remained volatile.",0.2,0.6
2022-01-31,2022-02-06,"AAPL reported strong Q1 2022 earnings on Jan 27, beating revenue and profit estimates, with record iPhone revenue. During this week, the stock continued to benefit from the positive earnings reaction, though broader market concerns about inflation and Fed tightening persisted. No major company-specific negative events occurred.",0.6,0.4
2022-02-07,2022-02-13,AAPL stock was influenced by broad market volatility amid rising inflation concerns and expectations of Federal Reserve rate hikes. Company-specific events included reports of Apple's ongoing work on mixed-reality headsets and potential supply chain constraints. The stock also faced pressure from a general tech sell-off as investors rotated out of growth stocks.,-0.3,0.6
2022-02-14,2022-02-20,"During this week, AAPL was affected by ongoing geopolitical tensions due to Russia-Ukraine conflict escalation, which increased market volatility. Company-specific events included reports of Apple's continued strong iPhone demand and supply chain resilience, but also concerns about potential regulatory pressures and inflation impact on consumer spending. Overall, the stock experienced modest declines amid broader market uncertainty.",-0.2,0.6
2022-02-21,2022-02-27,"Russia invaded Ukraine on Feb 24, causing a broad market sell-off and risk-off sentiment. AAPL was affected by the geopolitical shock, supply chain concerns (exposure to Europe and potential chip disruptions), and a brief halt in product sales in Russia. The stock fell sharply mid-week but partially recovered by Friday as markets stabilized.",-0.4,0.7
2022-02-28,2022-03-06,"Major company-specific events: Apple's stock was affected by ongoing supply chain constraints and production challenges, with reports of potential iPhone SE launch delays. Macroeconomic events: Russia's invasion of Ukraine escalated, causing broad market volatility, surging commodity prices (especially oil), and heightened geopolitical uncertainty. The Federal Reserve's hawkish stance on interest rate hikes also weighed on growth stocks.",-0.4,0.7
2022-03-07,2022-03-13,"AAPL stock was affected by the ongoing Russia-Ukraine war, which drove broad market volatility and commodity price spikes. The company faced supply chain disruptions and halted product sales in Russia. Additionally, rising inflation fears and the potential for aggressive Fed rate hikes weighed on tech stocks. No major company-specific earnings or product announcements occurred during the week.",-0.4,0.7
2022-03-14,2022-03-20,"During this week, AAPL was influenced by the Federal Reserve's first interest rate hike since 2018 (25 bps on March 16), which initially pressured growth stocks but later supported a market rally as the move was widely expected. The ongoing Russia-Ukraine war continued to create geopolitical uncertainty and commodity price volatility. Company-specific events included reports of Apple's potential shift to in-house 5G modems and continued supply chain concerns. Overall, the market saw a relief rally mid-week, but lingering inflation fears and geopolitical risks kept sentiment cautious.",0.1,0.6
2022-03-21,2022-03-27,"AAPL stock was influenced by ongoing geopolitical tensions from the Russia-Ukraine war, rising inflation concerns, and the Federal Reserve's hawkish stance on interest rate hikes. Company-specific events included reports of potential iPhone production cuts due to weak demand and supply chain disruptions, as well as a positive analyst upgrade citing strong services growth. The broader market saw volatility amid commodity price spikes and recession fears.",-0.2,0.7
2022-03-28,2022-04-03,"AAPL's stock was influenced by ongoing macroeconomic concerns including rising inflation, the Federal Reserve's hawkish stance on interest rate hikes, and geopolitical uncertainty from the Russia-Ukraine war. Company-specific events included reports of potential iPhone production cuts due to weak demand and supply chain disruptions, as well as a general tech sector sell-off. No major positive catalysts emerged during the week.",-0.4,0.7
2022-04-04,2022-04-10,"During this week, AAPL faced headwinds from rising interest rate expectations and a hawkish Fed, which pressured growth stocks. Company-specific news included reports of potential iPhone production cuts due to weaker demand and ongoing supply chain disruptions from COVID-19 lockdowns in China. Additionally, the broader market declined amid concerns over inflation and geopolitical tensions.",-0.4,0.7
2022-04-11,2022-04-17,"AAPL faced headwinds from rising inflation and hawkish Fed commentary, with the 10-year Treasury yield surging. Company-specific news included reports of potential iPhone production cuts due to weak demand and supply chain disruptions in China from COVID lockdowns. The broader tech sell-off weighed on the stock.",-0.6,0.7
2022-04-18,2022-04-24,"AAPL faced broad market sell-off driven by hawkish Fed comments and rising interest rate expectations, along with concerns over slowing economic growth and supply chain disruptions. No major company-specific positive catalysts; the stock declined amid tech sector weakness.",-0.6,0.7
2022-04-25,2022-05-01,"AAPL fell during the week amid broad market sell-off driven by hawkish Fed expectations and rising interest rates. Company-specific events included a strong Q2 earnings beat on April 28, with record revenue and a $90B buyback authorization, but guidance highlighted supply chain constraints and chip shortages. The stock initially rallied on earnings but gave back gains as macro fears dominated.",-0.3,0.7
2022-05-02,2022-05-08,AAPL's stock was affected by broad market sell-off due to aggressive Fed rate hike expectations (50 bps hike on May 4) and rising recession fears. Company-specific: no major AAPL-specific news; stock declined amid tech rout and concerns over supply chain disruptions and slowing demand.,-0.6,0.8
2022-05-09,2022-05-15,"AAPL stock declined amid broad market selloff driven by persistent inflation concerns, hawkish Fed stance, and rising interest rates. Company-specific events included reports of Apple slowing hiring and potential production cuts for iPhone SE due to weak demand, as well as supply chain disruptions in China. No major positive catalysts emerged.",-0.6,0.7
2022-05-16,2022-05-22,"AAPL stock was influenced by broad market sell-off due to persistent inflation fears and hawkish Fed commentary, with no major company-specific events. The week saw continued tech weakness amid rising interest rate expectations and recession concerns.",-0.4,0.7
2022-05-23,2022-05-29,"AAPL stock was influenced by broad market concerns over inflation and potential Fed rate hikes, along with ongoing supply chain disruptions and China's COVID lockdowns affecting production. No major company-specific earnings or product announcements occurred, but the stock showed relative resilience amid tech sell-offs.",-0.2,0.6
2022-05-30,2022-06-05,"During this week, Apple's stock was influenced by ongoing macroeconomic concerns over inflation and potential interest rate hikes, as well as a broader market sell-off. Company-specific events included reports of Apple's continued focus on services growth and potential supply chain constraints. The overall sentiment was cautious amid recession fears.",-0.3,0.7
2022-06-06,2022-06-12,"AAPL's stock was affected by the WWDC 2022 keynote on June 6, where the company announced iOS 16, M2 chip, and new MacBooks, which was generally well-received. However, broader macroeconomic headwinds dominated, including a higher-than-expected CPI inflation report on June 10 (8.6% YoY) that triggered a sharp sell-off in tech stocks, and ongoing concerns about Fed tightening and recession risks.",-0.4,0.7
2022-06-13,2022-06-19,"AAPL fell sharply during the week as the Fed's 75bp rate hike on June 15 intensified recession fears, and the stock was caught in a broad tech sell-off. No major company-specific events; the focus was on macroeconomic headwinds including surging inflation and rising interest rates.",-0.7,0.8
2022-06-20,2022-06-26,"During this week, AAPL was influenced by ongoing macroeconomic concerns including high inflation and aggressive Federal Reserve rate hike expectations, which weighed on tech stocks. Company-specific events included reports of Apple slowing hiring and spending for 2023, as well as continued supply chain constraints. No major product announcements or earnings releases occurred.",-0.3,0.6
2022-06-27,2022-07-03,"AAPL's stock was influenced by ongoing macroeconomic concerns over rising interest rates and recession fears, as well as a broader market sell-off. No major company-specific events were reported, but the stock faced pressure from negative sentiment in the tech sector and a strong U.S. dollar.",-0.4,0.7
2022-07-04,2022-07-10,"AAPL's stock was influenced by broader macroeconomic concerns over rising interest rates and recession fears, as well as reports of potential slowdown in iPhone demand. No major company-specific events were reported, but the overall market sentiment was cautious due to Fed tightening and inflation data.",-0.3,0.6
2022-07-11,2022-07-17,"AAPL stock was influenced by mixed macroeconomic data including a hotter-than-expected June CPI report (9.1% YoY) on July 13, which intensified recession fears and initially pressured tech stocks. However, the market rebounded later in the week on expectations that the Fed may not need to raise rates as aggressively. Company-specific events included reports that Apple planned to slow hiring and spending in 2023 to navigate economic uncertainty, which weighed on sentiment. Overall, the week saw high volatility with a net slight positive move as investors digested inflation data and corporate caution.",-0.1,0.7
2022-07-18,2022-07-24,"AAPL's stock price was influenced by mixed Q3 earnings results (revenue beat but iPhone sales slightly below expectations) and guidance citing macroeconomic headwinds. Macro events included Fed rate hike expectations, rising recession fears, and a strong USD impacting international revenue. Overall, market sentiment was cautious but resilient.",0.1,0.6
2022-07-25,2022-07-31,"AAPL reported strong Q3 earnings on July 28, beating revenue and EPS estimates despite supply chain headwinds and a strong dollar. The Fed raised interest rates by 75 bps on July 27, which pressured growth stocks initially, but AAPL's resilient results and optimistic commentary on demand helped the stock rally later in the week. Macro concerns about inflation and recession risk remained, but AAPL's performance was seen as a positive signal for tech.",0.6,0.4
2022-08-01,2022-08-07,"AAPL's stock was influenced by a generally positive market sentiment following better-than-expected earnings reports from major tech peers, but also faced headwinds from ongoing macroeconomic concerns about inflation and potential interest rate hikes. No major company-specific events were reported for AAPL during this week.",0.2,0.5
2022-08-08,2022-08-14,"AAPL stock was relatively stable during the week, with no major company-specific events. Macroeconomic focus was on the U.S. July CPI report released on August 10, which showed inflation cooling more than expected (8.5% vs 8.7% prior), boosting market sentiment and tech stocks. However, lingering concerns about Fed tightening and recession risks kept gains in check.",0.3,0.4
2022-08-15,2022-08-21,"AAPL stock was relatively stable during the week, with no major company-specific events. Macroeconomic focus was on the release of the Federal Reserve's July meeting minutes (Aug 17), which reinforced a hawkish stance on interest rate hikes to combat inflation, raising concerns about economic slowdown. Additionally, weak housing data and mixed retail earnings contributed to cautious market sentiment.",-0.2,0.6
2022-08-22,2022-08-28,"AAPL stock declined during the week amid broad market selloff driven by Federal Reserve Chair Jerome Powell's hawkish Jackson Hole speech on August 26, signaling continued aggressive rate hikes to combat inflation. Company-specific events included reports of Apple planning to raise iPhone 14 prices and ongoing supply chain concerns, but no major earnings or product announcements. The overall market sentiment turned sharply negative, with tech stocks hit hard.",-0.6,0.7
2022-08-29,2022-09-04,"AAPL's stock was affected by broad market sell-off due to Fed's hawkish stance on interest rates, rising bond yields, and recession fears. Company-specific events included reports of iPhone 14 production delays and supply chain issues in China, along with anticipation of the upcoming September product launch event.",-0.4,0.7
2022-09-05,2022-09-11,"During this week, Apple held its 'Far Out' event on September 7, unveiling the iPhone 14 lineup, Apple Watch Ultra, and new AirPods Pro. The event was generally well-received, but the stock faced headwinds from broader macroeconomic concerns, including rising interest rate expectations and a strong U.S. dollar, which weighed on tech stocks. Additionally, reports of China's ongoing COVID lockdowns and supply chain disruptions added uncertainty.",-0.2,0.6
2022-09-12,2022-09-18,"AAPL stock was affected by the release of the iPhone 14 lineup on September 16, with initial demand signals mixed due to strong Pro model orders but weaker standard models. Macroeconomic headwinds dominated, including a hotter-than-expected August CPI report (8.3% YoY) on September 13, which triggered a broad market sell-off and raised fears of aggressive Fed rate hikes. Additionally, reports of China's economic slowdown and potential supply chain disruptions added to uncertainty.",-0.4,0.7
2022-09-19,2022-09-25,"During this week, AAPL was affected by the broader market sell-off driven by the Federal Reserve's aggressive 75 basis point rate hike on September 21, which heightened recession fears. Additionally, reports of weakening iPhone 14 demand and supply chain disruptions contributed to negative sentiment. The stock declined significantly, reflecting both macroeconomic headwinds and company-specific concerns.",-0.7,0.8
2022-09-26,2022-10-02,"During the week of September 26 to October 2, 2022, Apple's stock faced pressure from a broad market sell-off driven by rising interest rates, a strong U.S. dollar, and recession fears. Company-specific events included reports of Apple scaling back iPhone 14 production plans due to weaker-than-expected demand, particularly for the standard models, and ongoing supply chain constraints. Additionally, a Bloomberg report indicated Apple was abandoning plans to increase iPhone production for 2022, which weighed on sentiment.",-0.6,0.7
2022-10-03,2022-10-09,"During the week of October 3-9, 2022, Apple's stock was influenced by a broader market rally driven by weaker-than-expected U.S. economic data (ISM manufacturing and services) that raised hopes of a less aggressive Fed rate hike. Company-specific events included reports of iPhone 14 Pro demand being solid but overall iPhone production cuts due to weak demand for standard models, and ongoing supply chain constraints in China. Additionally, Apple faced a potential antitrust investigation in India. The overall sentiment was cautiously positive as the market rebounded from oversold conditions, but risks remained from macro uncertainty and supply chain issues.",0.2,0.6
2022-10-10,2022-10-16,"AAPL stock was affected by a broader market sell-off due to hotter-than-expected September CPI data released on Oct 13, which reinforced expectations of aggressive Fed rate hikes. Additionally, reports of China's ongoing COVID lockdowns and potential supply chain disruptions weighed on the stock. Company-specific news included a report that Apple was slowing hiring and pausing some R&D projects for 2023, and a downgrade by a major analyst citing weakening iPhone demand.",-0.4,0.7
2022-10-17,2022-10-23,"AAPL's stock was influenced by mixed macroeconomic data, including persistent inflation and rising interest rate expectations, alongside company-specific news such as reports of iPhone 14 production cuts and weaker demand. The broader market saw volatility due to earnings season and geopolitical tensions.",-0.3,0.6
2022-10-24,2022-10-30,"AAPL reported Q4 earnings on Oct 27, beating EPS estimates but missing revenue expectations, with iPhone revenue slightly above forecasts but services growth slowing. The company guided for weaker Q1 revenue due to FX headwinds and production constraints. Macro events included ongoing Fed rate hike fears, mixed economic data, and a slight rally in tech stocks mid-week on hopes of slower tightening.",-0.2,0.6
2022-10-31,2022-11-06,"AAPL's stock price was influenced by a mixed earnings report (released late October) showing revenue miss but strong services growth, ongoing supply chain concerns in China, and a broader market rally driven by expectations of a Federal Reserve rate hike slowdown. Macroeconomic data showing a softening labor market and lower inflation expectations boosted tech stocks overall.",0.3,0.5
2022-11-07,2022-11-13,"AAPL stock was affected by ongoing concerns over iPhone production disruptions in China due to COVID-19 restrictions, as well as broader macroeconomic headwinds from the Federal Reserve's interest rate hikes and inflation data. The U.S. midterm elections introduced political uncertainty, while a slightly cooler-than-expected CPI report on November 10 boosted market sentiment temporarily. Company-specific news included reports of Apple's push to diversify supply chains away from China.",-0.2,0.6
2022-11-14,2022-11-20,"During this week, Apple faced headwinds from reports of slowing iPhone 14 Pro production due to COVID-related disruptions at Foxconn's Zhengzhou plant, alongside broader macroeconomic concerns about rising interest rates and inflation. The company also saw some positive sentiment from strong services revenue growth and resilient demand for higher-end models, but overall uncertainty weighed on the stock.",-0.3,0.6
2022-11-21,2022-11-27,"AAPL faced headwinds from ongoing COVID-related disruptions at its main iPhone assembly plant in Zhengzhou, China, leading to concerns about iPhone 14 Pro supply constraints and delivery delays. Macroeconomic factors included continued hawkish Fed commentary and rising recession fears, which weighed on tech stocks broadly. No major positive catalysts emerged during the holiday-shortened week.",-0.4,0.6
2022-11-28,2022-12-04,"Apple stock was influenced by ongoing supply chain disruptions in China due to COVID-19 lockdowns at Foxconn's Zhengzhou plant, which raised concerns about iPhone 14 Pro production delays. Additionally, broader macroeconomic factors included mixed U.S. economic data and Federal Reserve commentary hinting at slower rate hikes, which provided some market support. Protests in China added uncertainty but eased later in the week.",-0.3,0.6
2022-12-05,2022-12-11,"Apple's stock faced headwinds from broader macroeconomic concerns, including rising interest rate expectations and recession fears. Company-specific events included reports of iPhone production cuts at Foxconn's Zhengzhou plant due to COVID-19 disruptions, and a general tech sector sell-off. No major positive catalysts emerged during the week.",-0.4,0.6
2022-12-12,2022-12-18,"AAPL stock faced downward pressure during the week due to a combination of macroeconomic headwinds and company-specific concerns. The Federal Reserve's hawkish stance and interest rate hike on December 14, along with projections for further tightening, weighed on tech stocks. Additionally, reports of weakening iPhone demand in China amid COVID-19 outbreaks and production disruptions at Foxconn's Zhengzhou plant added to bearish sentiment. On the company side, there were no major positive catalysts, and the broader market selloff in growth stocks continued.",-0.4,0.7
2022-12-19,2022-12-25,AAPL stock faced downward pressure during the holiday-shortened week amid broad market selloff driven by hawkish Fed commentary and recession fears. Company-specific news included reports of slowing iPhone 14 Pro demand and production cuts at Foxconn's Zhengzhou plant due to COVID disruptions. No major positive catalysts emerged.,-0.6,0.7
2022-12-26,2023-01-01,"AAPL stock was relatively quiet during the holiday-shortened week. Major company-specific events included ongoing concerns about iPhone demand in China due to COVID-19 outbreaks and Foxconn production disruptions, as well as broader tech sector weakness. Macroeconomic events included year-end portfolio rebalancing, uncertainty about the Fed's interest rate path, and mixed economic data. The market sentiment was cautious with low trading volumes.",-0.2,0.4
2023-01-02,2023-01-08,"AAPL's stock price was affected by ongoing macroeconomic concerns about inflation and interest rate hikes, as well as reports of production cuts for iPhone 14 due to weaker demand in China. No major company-specific positive catalysts emerged during the holiday-shortened week.",-0.3,0.6
2023-01-09,2023-01-15,"AAPL stock rose during the week amid broader market optimism from lower-than-expected December CPI data (6.5% YoY), which fueled hopes of a less aggressive Fed. Company-specific events included reports of Apple planning to cut MacBook and Apple Watch production due to weak demand, and ongoing supply chain concerns in China. The stock also benefited from positive analyst notes on services growth and potential iPhone demand resilience.",0.3,0.4
2023-01-16,2023-01-22,"AAPL's stock price was influenced by reports of slowing iPhone demand and supply chain issues in China, along with broader macroeconomic concerns about inflation and potential Fed rate hikes. Positive sentiment from a slight easing of COVID restrictions in China and a generally resilient tech sector provided some support.",-0.2,0.6
2023-01-23,2023-01-29,"AAPL's week was influenced by mixed macroeconomic data and company-specific news. On the macro side, stronger-than-expected U.S. GDP growth for Q4 2022 (released Jan 26) eased recession fears, boosting tech sentiment. However, persistent inflation and hawkish Fed commentary kept rate hike concerns alive. Company-specific: AAPL reported fiscal Q1 2023 earnings on Jan 26, missing revenue estimates ($117.2B vs $121.1B) due to iPhone supply chain disruptions in China, but EPS beat ($1.88 vs $1.94). Services revenue grew 6.4% to a record $20.8B, partially offsetting hardware weakness. The stock initially fell post-earnings but recovered as investors focused on resilient services and buyback authorization.",0.2,0.4
2023-01-30,2023-02-05,"AAPL reported fiscal Q1 2023 earnings on Feb 2, missing revenue estimates ($117.2B vs $121.1B) due to iPhone supply chain disruptions in China, but EPS beat expectations ($1.88 vs $1.94 consensus). Services revenue hit a record $20.8B. The Fed raised rates by 25 bps on Feb 1, and strong January jobs data on Feb 3 raised fears of prolonged tightening. Macro uncertainty weighed on tech, but AAPL's buyback and dividend news provided some support.",-0.2,0.6
2023-02-06,2023-02-12,"AAPL's stock was influenced by mixed macroeconomic data and company-specific news. The week saw a stronger-than-expected U.S. jobs report from the prior week continuing to weigh on tech stocks due to rate hike fears, while a slight dip in consumer sentiment and ongoing inflation concerns added pressure. On the company side, reports of a potential delay in the next iPhone SE and softer demand for the iPhone 14 Pro models created headwinds, though a positive analyst note on services revenue and a slight uptick in overall market sentiment mid-week provided some support. The stock ended the week relatively flat with a slight negative bias.",-0.2,0.6
2023-02-13,2023-02-19,"During the week, AAPL was influenced by reports of a potential delay in the release of its mixed-reality headset due to hardware and software issues, which dampened investor enthusiasm. Additionally, broader macroeconomic concerns persisted, including higher-than-expected U.S. inflation data (CPI and PPI) released mid-week, which reinforced expectations of further Federal Reserve rate hikes, pressuring growth stocks. Positive sentiment from strong services sector data was offset by these headwinds, leading to a modestly negative weekly performance.",-0.2,0.6
2023-02-20,2023-02-26,"AAPL's stock was influenced by ongoing macroeconomic concerns over persistent inflation and hawkish Fed commentary, which pressured growth stocks. Company-specific events included reports of a potential delay in the AR/VR headset launch and continued weakness in iPhone demand in China. No major positive catalysts emerged, leading to a slightly negative tone.",-0.2,0.6
2023-02-27,2023-03-05,"During the week, AAPL saw a modest recovery after a prior decline, supported by broader market optimism and a slight easing of inflation fears. No major company-specific events were reported, but the stock was influenced by macroeconomic data showing resilient consumer spending and a slight uptick in jobless claims, which tempered rate hike expectations. The overall market sentiment was cautiously positive, with tech stocks benefiting from a rotation into growth names.",0.2,0.4
2023-03-06,2023-03-12,"Apple's stock faced downward pressure amid a broader tech selloff driven by rising interest rate expectations and concerns over the banking sector following the collapse of Silicon Valley Bank (SVB) on March 10. No major company-specific events were reported, but the macroeconomic shock from SVB's failure and fears of contagion in the financial system dominated sentiment, leading to a flight to safety and a decline in risk assets including AAPL.",-0.6,0.8
2023-03-13,2023-03-19,Major company-specific events: No major AAPL-specific news; stock likely affected by broader tech selloff. Macroeconomic events: U.S. banking crisis intensified with Silicon Valley Bank collapse (March 10) and Signature Bank failure; Fed announced emergency lending facility (BTFP) to stabilize banks; market fears of contagion and recession; Treasury yields fell sharply; safe-haven flows boosted tech temporarily but uncertainty remained high.,-0.3,0.8
2023-03-20,2023-03-26,"During this week, Apple's stock was influenced by the broader banking sector turmoil following the collapse of Silicon Valley Bank and Credit Suisse's emergency takeover by UBS, which heightened market volatility and risk aversion. On the company side, Apple announced a new buyback program and continued to benefit from its strong balance sheet and defensive qualities. No major product launches or earnings reports occurred, but the stock saw some recovery as fears of a systemic banking crisis eased later in the week.",0.2,0.6
2023-03-27,2023-04-02,"Apple's stock was influenced by continued macroeconomic uncertainty from the banking sector turmoil (Silicon Valley Bank fallout) and expectations of a Fed rate pause. Company-specific events included reports of potential iPhone production cuts and ongoing cost-cutting measures, while a slight market recovery late in the week provided some support.",-0.2,0.6
2023-04-03,2023-04-09,"AAPL stock was relatively stable during this week. Major company-specific events included continued focus on its services revenue growth and potential supply chain improvements in China. Macroeconomic events dominated, with weaker-than-expected US manufacturing and services PMI data, a slight dip in job openings (JOLTS), and a mixed March jobs report (non-farm payrolls added 236,000 vs. 239,000 expected, but wage growth moderated). These data points fueled speculation that the Federal Reserve might pause or slow its rate hiking cycle, which supported tech stocks. However, lingering concerns about a potential recession and banking sector stress kept sentiment cautious.",0.1,0.4
2023-04-10,2023-04-16,"AAPL stock was relatively stable during the week. Major company-specific events included ongoing anticipation of the upcoming earnings report and continued focus on services revenue growth. Macroeconomic events included mixed U.S. inflation data (CPI and PPI) that raised concerns about persistent inflation and potential further Fed rate hikes, along with rising Treasury yields and a stronger dollar, which pressured growth stocks. No major product announcements or regulatory news emerged.",-0.1,0.4
2023-04-17,2023-04-23,"Apple's stock was relatively quiet during the week, with no major company-specific announcements. Macroeconomic factors dominated, including ongoing concerns about inflation, rising interest rates, and mixed earnings reports from other tech companies. The market was also digesting weaker consumer spending data and cautious outlooks from peers, which weighed on growth stocks like AAPL. Overall, the stock traded in a narrow range with a slight downward bias.",-0.2,0.5
2023-04-24,2023-04-30,"AAPL reported Q2 2023 earnings on April 27, beating revenue and EPS estimates despite a slight YoY revenue decline. Services revenue hit a record high, and the company announced a $90 billion share buyback. Macro headwinds included ongoing Fed rate hike concerns and mixed economic data, but strong earnings and buyback boosted investor confidence.",0.6,0.3
2023-05-01,2023-05-07,"AAPL reported Q2 2023 earnings on May 4, beating revenue and EPS estimates despite a slight YoY revenue decline. Services revenue hit a record high, and the company announced a $90 billion share buyback and raised dividend. Macro headwinds included ongoing Fed rate hike concerns and regional banking stress, but strong earnings and capital return program boosted investor confidence.",0.6,0.3
2023-05-08,2023-05-14,"AAPL stock was influenced by mixed macroeconomic data, including higher-than-expected April CPI (4.9% YoY) and PPI, which raised concerns about persistent inflation and potential further Fed rate hikes. Company-specific events included a continued focus on services revenue growth and a slight uptick in iPhone sales from emerging markets, but overall sentiment was tempered by broader tech sector weakness and supply chain uncertainties. The stock traded in a narrow range, ending the week slightly down.",-0.2,0.6
